property_id,address,city,province,property_type,bedrooms,bathrooms,parking_spaces,size_sqm,erf_size_sqm,listing_price,listing_date,sale_date,sale_price,agent_id,status
978,"296 Market Drive, Bishopscourt",Cape Town,Western Cape,Apartment,3,2,2,69,0,2111773,2024-12-02,,,44,Listed
979,"19 Jan Smuts Lane, Newton Park",Port Elizabeth,Eastern Cape,Apartment,2,1,2,173,0,711219,2025-05-03,,,31,Listed
980,"145 Beach Lane, Greenbushes",Port Elizabeth,Eastern Cape,House,4,2.5,3,301,991,1703787,2025-03-28,2025-05-27,1634088,5,Sold
981,"384 Oak Road, Montana",Pretoria,Gauteng,House,3,2.5,4,259,433,4042178,2025-01-27,2025-03-23,3965379,38,Sold
982,"719 Station Drive, Randburg",Johannesburg,Gauteng,Apartment,4,2.5,1,88,0,2076010,2024-06-26,,,18,Listed
983,"545 Market Lane, Roodepoort",Johannesburg,Gauteng,Apartment,2,1.5,1,86,0,1726331,2025-02-12,2025-05-07,1734132,16,Sold
984,"279 Long Lane, Sandton",Johannesburg,Gauteng,Apartment,1,1.5,1,62,0,2404808,2025-09-27,,,28,Withdrawn
985,"516 Church Lane, Randburg",Johannesburg,Gauteng,Townhouse,3,2,1,217,287,1472040,2024-12-28,2025-05-19,1513338,47,Sold
986,"131 Long Lane, Hatfield",Pretoria,Gauteng,House,3,3,1,449,1092,1695222,2024-04-22,,,34,Withdrawn
987,"268 Market Avenue, Parktown",Johannesburg,Gauteng,House,4,4,3,318,1158,2673020,2024-09-28,,,44,Under Offer
988,"871 Beach Avenue, Brooklyn",Pretoria,Gauteng,House,5,2.5,1,404,1143,1609494,2024-04-08,,,20,Listed
989,"852 Beach Avenue, Humewood",Port Elizabeth,Eastern Cape,House,2,2,2,274,693,2396632,2024-10-08,,,14,Listed
990,"471 Beach Road, Waterkloof",Pretoria,Gauteng,Townhouse,2,1.5,2,138,300,2166350,2024-04-29,2024-09-20,2093498,12,Sold
991,"276 Jan Smuts Lane, Roodepoort",Johannesburg,Gauteng,House,3,2,2,381,848,3503391,2025-06-11,,,6,Listed
992,"446 Jan Smuts Lane, Newton Park",Port Elizabeth,Eastern Cape,House,5,2.5,2,417,1487,1612027,2024-09-07,,,25,Listed
993,"158 Park Street, Humewood",Port Elizabeth,Eastern Cape,Apartment,2,2,2,74,0,1436026,2024-02-14,2024-06-20,1439937,37,Sold
994,"629 Main Drive, Umlazi",Durban,KwaZulu-Natal,Townhouse,4,2.5,2,216,306,1140589,2024-03-28,2024-04-09,1052887,25,Sold
995,"37 Main Lane, Kabega Park",Port Elizabeth,Eastern Cape,House,5,2.5,2,201,779,1722885,2024-10-30,2025-03-05,1795242,22,Sold
996,"617 Nelson Mandela Avenue, Kabega Park",Port Elizabeth,Eastern Cape,Apartment,2,2.5,1,55,0,879816,2025-03-10,,,21,Listed
997,"571 Station Lane, Woodstock",Cape Town,Western Cape,Farm,5,3,6,542,160507,9791454,2024-09-15,,,1,Listed
998,"650 Main Avenue, Glenwood",Durban,KwaZulu-Natal,Farm,5,2,3,307,95744,4412956,2024-06-20,,,1,Under Offer
999,"279 Church Lane, Midrand",Johannesburg,Gauteng,Apartment,2,1,2,167,0,2986388,2025-05-09,2025-10-15,3074133,16,Sold
1000,"227 Beach Avenue, Parktown",Johannesburg,Gauteng,Apartment,3,1,1,105,0,2711546,2025-08-12,,,3,Listed
1001,"946 High Lane, Kabega Park",Port Elizabeth,Eastern Cape,House,5,2,3,127,855,1169642,2023-12-28,,,5,Under Offer
1002,"26 Long Road, Humewood",Port Elizabeth,Eastern Cape,Townhouse,3,2.5,1,202,182,1386533,2024-09-23,2025-03-20,1384171,8,Sold
1003,"863 Church Street, Hatfield",Pretoria,Gauteng,Townhouse,4,2,2,173,176,2915552,2024-08-28,2024-11-27,2892350,32,Sold
1004,"217 Church Street, Kabega Park",Port Elizabeth,Eastern Cape,Townhouse,2,2.5,2,203,396,1094029,2024-07-30,,,42,Listed
1005,"711 High Street, Glenwood",Durban,KwaZulu-Natal,Apartment,2,1.5,2,196,0,2177862,2024-02-26,,,9,Under Offer
1006,"334 Main Avenue, Arcadia",Pretoria,Gauteng,Townhouse,3,3,2,168,374,1208987,2025-02-09,,,32,Listed
1007,"501 Park Road, La Lucia",Durban,KwaZulu-Natal,Apartment,3,2,1,86,0,1149665,2024-11-02,,,27,Under Offer
1008,"809 Church Street, Newton Park",Port Elizabeth,Eastern Cape,House,6,4,2,289,1487,1206030,2024-11-23,,,35,Listed
1009,"530 Long Avenue, Camps Bay",Cape Town,Western Cape,House,3,2.5,1,281,1122,5396676,2025-04-12,,,22,Listed
1010,"846 Long Lane, Woodstock",Cape Town,Western Cape,Townhouse,2,2.5,1,158,354,4035385,2024-10-07,,,46,Listed
1011,"125 Jan Smuts Avenue, Newton Park",Port Elizabeth,Eastern Cape,House,4,2,4,360,1117,2193038,2024-01-05,,,43,Listed
1012,"569 Station Road, Summerstrand",Port Elizabeth,Eastern Cape,House,5,3,2,400,940,1283666,2025-08-07,,,22,Under Offer
1013,"243 Beach Drive, Fourways",Johannesburg,Gauteng,Commercial,0,5,40,1803,3828,7319341,2025-09-16,,,1,Listed
1014,"899 Nelson Mandela Avenue, Observatory",Cape Town,Western Cape,Apartment,3,1.5,1,156,0,2143988,2024-05-03,,,32,Withdrawn
1015,"502 Jan Smuts Road, Clifton",Cape Town,Western Cape,Apartment,3,2.5,2,156,0,2840315,2023-12-29,2024-06-14,2568195,27,Sold
1016,"255 Market Avenue, Durban North",Durban,KwaZulu-Natal,Apartment,3,2,1,120,0,2040044,2024-12-09,,,49,Listed
1017,"149 Church Avenue, Durban North",Durban,KwaZulu-Natal,Apartment,2,1.5,1,114,0,1766146,2024-08-02,2024-11-05,1648220,40,Sold
1018,"162 High Lane, Sunnyside",Pretoria,Gauteng,Apartment,2,2,2,175,0,2339256,2023-11-11,,,18,Listed
1019,"270 High Street, Morningside",Durban,KwaZulu-Natal,Apartment,1,2,1,102,0,2154966,2024-06-23,,,37,Listed
1020,"43 Nelson Mandela Drive, Hatfield",Pretoria,Gauteng,House,4,2,3,364,326,1723767,2024-11-29,,,23,Listed
1021,"346 Beach Lane, Kabega Park",Port Elizabeth,Eastern Cape,Apartment,2,1.5,1,131,0,1150412,2025-07-24,2025-09-26,1124649,33,Sold
1022,"218 Jan Smuts Avenue, Phoenix",Durban,KwaZulu-Natal,House,4,2.5,4,333,635,2214421,2025-09-27,,,16,Listed
1023,"555 Beach Drive, Ballito",Durban,KwaZulu-Natal,Apartment,2,1.5,1,105,0,2073615,2024-04-06,,,11,Withdrawn
1024,"472 Main Lane, Framesby",Port Elizabeth,Eastern Cape,House,5,1,4,304,997,1383339,2024-06-17,,,49,Listed
1025,"245 Market Street, Observatory",Cape Town,Western Cape,House,5,4,1,171,1409,4523466,2024-11-25,,,2,Listed
1026,"458 Main Lane, Kabega Park",Port Elizabeth,Eastern Cape,House,5,3,3,318,777,2284143,2025-07-07,,,9,Listed
1027,"761 Station Avenue, Alexandra",Johannesburg,Gauteng,House,6,2.5,2,147,617,4890520,2025-01-26,,,41,Listed
1028,"861 Station Road, Phoenix",Durban,KwaZulu-Natal,Apartment,4,1.5,1,160,0,2201373,2024-05-07,2024-07-25,2107698,10,Sold
1029,"226 High Avenue, Bishopscourt",Cape Town,Western Cape,Apartment,2,2,1,158,0,3132401,2024-02-08,2024-07-01,2880886,24,Sold
1030,"275 Main Road, Lovemore Heights",Port Elizabeth,Eastern Cape,Apartment,4,1.5,2,106,0,1843844,2024-09-16,,,16,Listed
1031,"816 Market Avenue, Lovemore Heights",Port Elizabeth,Eastern Cape,Farm,6,2,8,340,49486,3486302,2023-12-26,,,32,Listed
1032,"772 Long Lane, Greenbushes",Port Elizabeth,Eastern Cape,House,5,2,3,310,453,2642830,2025-03-11,2025-08-26,2498381,34,Sold
1033,"629 Church Street, Umhlanga",Durban,KwaZulu-Natal,Apartment,3,1.5,1,119,0,1674739,2024-11-28,,,50,Listed
1034,"768 Beach Road, Morningside",Durban,KwaZulu-Natal,Townhouse,2,3,1,199,294,2124213,2025-09-01,,,12,Listed
1035,"153 Nelson Mandela Road, Rosebank",Johannesburg,Gauteng,House,4,2.5,1,193,545,3968344,2024-08-29,,,37,Listed
1036,"335 Long Avenue, La Lucia",Durban,KwaZulu-Natal,Townhouse,2,2.5,1,116,255,1052930,2024-06-01,2024-10-21,1053397,26,Sold
1037,"523 Jan Smuts Road, Kabega Park",Port Elizabeth,Eastern Cape,House,5,3,4,156,1015,1931965,2024-02-23,2024-03-17,1834142,22,Sold
1038,"984 Main Drive, Bryanston",Johannesburg,Gauteng,House,4,4,3,422,615,4655165,2024-09-15,,,12,Listed
1039,"609 Long Drive, Menlyn",Pretoria,Gauteng,Farm,3,2,7,333,137864,4317629,2024-09-03,,,8,Listed
1040,"813 Beach Lane, Parktown",Johannesburg,Gauteng,Apartment,2,2,2,93,0,1648055,2025-10-17,,,40,Listed
1041,"605 Nelson Mandela Lane, Clifton",Cape Town,Western Cape,House,3,2.5,2,247,574,5036716,2024-09-08,,,41,Listed
1042,"766 Main Street, Lynnwood",Pretoria,Gauteng,House,3,2,1,146,1235,4019564,2025-01-05,2025-05-05,3859847,22,Sold
1043,"318 Long Road, Melrose",Johannesburg,Gauteng,House,2,4,3,364,894,2840949,2025-06-27,2025-07-06,2806149,17,Sold
1044,"678 Main Lane, Glenwood",Durban,KwaZulu-Natal,Apartment,3,1.5,2,193,0,1970184,2025-08-14,2025-10-10,1899943,16,Sold
1045,"891 Jan Smuts Road, Menlyn",Pretoria,Gauteng,House,3,4,4,353,688,2759541,2025-07-11,,,37,Listed
1046,"521 Park Lane, Bishopscourt",Cape Town,Western Cape,House,5,2.5,4,325,905,2046118,2025-01-16,2025-04-29,2109247,21,Sold
1047,"970 Main Street, Hatfield",Pretoria,Gauteng,House,3,2.5,1,289,1318,3198820,2024-01-21,2024-06-14,2981134,31,Sold
1048,"903 Long Lane, Centurion",Pretoria,Gauteng,House,5,2.5,2,356,1398,2766590,2025-09-09,,,50,Listed
1049,"374 Market Street, Framesby",Port Elizabeth,Eastern Cape,Commercial,0,5,8,1072,902,5575641,2024-04-11,,,13,Withdrawn
1050,"540 Park Drive, Umhlanga",Durban,KwaZulu-Natal,Apartment,2,1.5,2,66,0,1543891,2024-11-04,,,31,Withdrawn
1051,"360 Station Lane, Waterfront",Cape Town,Western Cape,House,3,2,1,423,945,2691367,2025-04-21,2025-08-30,2662383,7,Sold
1052,"147 Long Lane, Arcadia",Pretoria,Gauteng,Apartment,1,1.5,1,96,0,1134984,2025-03-19,,,5,Under Offer
1053,"883 Main Drive, Claremont",Cape Town,Western Cape,House,3,2,3,412,1288,3366456,2024-08-13,,,38,Listed
1054,"212 Park Avenue, Lovemore Heights",Port Elizabeth,Eastern Cape,House,4,1,4,334,884,1810175,2024-03-13,2024-05-28,1717907,5,Sold
1055,"295 Nelson Mandela Avenue, Arcadia",Pretoria,Gauteng,House,3,2.5,1,254,1320,1379077,2025-03-10,2025-06-28,1405348,25,Sold
1056,"68 High Road, Phoenix",Durban,KwaZulu-Natal,House,4,3,2,168,1071,2078633,2024-12-01,,,47,Withdrawn
1057,"299 Park Street, Sunnyside",Pretoria,Gauteng,House,5,2,1,314,515,1999783,2025-04-26,,,42,Listed
1058,"400 Nelson Mandela Street, Green Point",Cape Town,Western Cape,Townhouse,3,2.5,2,173,385,3404638,2025-04-16,,,41,Listed
1059,"173 Park Lane, Glenwood",Durban,KwaZulu-Natal,Commercial,0,6,39,325,1598,10160739,2024-01-08,2024-06-29,9479257,10,Sold
1060,"33 High Drive, Houghton",Johannesburg,Gauteng,Apartment,3,1.5,2,149,0,2511596,2024-02-14,,,35,Withdrawn
1061,"886 Nelson Mandela Drive, Durban North",Durban,KwaZulu-Natal,House,4,2,3,232,929,1798293,2025-05-01,,,26,Listed
1062,"434 Park Lane, Woodstock",Cape Town,Western Cape,House,4,2,3,120,1140,3277711,2024-05-26,2024-08-26,3410770,7,Sold
1063,"386 Victoria Road, Phoenix",Durban,KwaZulu-Natal,Apartment,1,2,1,171,0,931642,2024-01-08,,,21,Listed
1064,"719 Oak Avenue, Sea Point",Cape Town,Western Cape,House,4,3,3,304,1253,4868425,2024-08-25,,,46,Under Offer
1065,"493 Oak Drive, Ballito",Durban,KwaZulu-Natal,Townhouse,3,2,1,161,342,2169544,2025-10-13,2025-12-06,2066198,15,Sold
1066,"782 Station Drive, Umhlanga",Durban,KwaZulu-Natal,House,6,2,2,191,766,3725021,2024-11-15,,,11,Listed
1067,"227 Market Lane, Menlyn",Pretoria,Gauteng,Apartment,2,2.5,1,85,0,1873672,2025-09-24,2026-02-28,1949566,27,Sold
1068,"680 Jan Smuts Street, Brooklyn",Pretoria,Gauteng,Apartment,1,1.5,1,190,0,1412474,2025-06-18,,,20,Listed
1069,"889 Victoria Lane, Claremont",Cape Town,Western Cape,Farm,5,2,5,358,94894,5732965,2024-12-16,2025-04-13,5982625,34,Sold
1070,"330 Jan Smuts Drive, Mitchell's Plain",Cape Town,Western Cape,House,3,3,4,423,968,5080878,2025-07-01,2025-08-25,5183471,9,Sold
1071,"990 Oak Road, Kabega Park",Port Elizabeth,Eastern Cape,House,3,3,1,141,929,1089557,2024-01-31,2024-06-16,1105150,15,Sold
1072,"914 Station Street, Newton Park",Port Elizabeth,Eastern Cape,House,3,2,4,443,1284,2124950,2025-06-18,,,10,Withdrawn
1073,"69 Market Avenue, Alexandra",Johannesburg,Gauteng,Apartment,2,2,2,95,0,3020794,2025-10-14,2025-12-25,2753609,37,Sold
1074,"823 Oak Road, Green Point",Cape Town,Western Cape,Farm,3,2,8,236,14460,8123270,2023-12-02,,,44,Listed
1075,"502 Market Drive, Humewood",Port Elizabeth,Eastern Cape,Commercial,0,3,29,1470,3950,8311555,2025-09-15,,,49,Listed
1076,"414 Market Street, Melrose",Johannesburg,Gauteng,House,3,2,3,149,1078,2492222,2025-06-29,,,50,Listed
1077,"106 Park Street, Lovemore Heights",Port Elizabeth,Eastern Cape,Townhouse,2,2,2,147,203,1088573,2025-01-26,,,45,Under Offer
1078,"746 Station Drive, Walmer",Port Elizabeth,Eastern Cape,Commercial,0,3,42,675,541,7529900,2024-01-02,2024-06-06,7651456,24,Sold
1079,"334 Station Road, Melrose",Johannesburg,Gauteng,House,4,2,1,417,350,4738570,2024-10-20,,,28,Listed
1080,"51 Nelson Mandela Avenue, Roodepoort",Johannesburg,Gauteng,Apartment,4,1,2,74,0,2174001,2024-08-17,,,6,Listed
1081,"208 Jan Smuts Lane, Roodepoort",Johannesburg,Gauteng,Townhouse,3,2,1,155,295,3882069,2025-05-29,,,25,Listed
1082,"392 Main Lane, Green Point",Cape Town,Western Cape,House,3,3,3,446,890,2902951,2024-12-19,,,2,Listed
1083,"367 Market Avenue, Centurion",Pretoria,Gauteng,Townhouse,3,2.5,1,143,304,1302793,2025-02-17,2025-07-05,1251797,48,Sold
1084,"833 Market Lane, La Lucia",Durban,KwaZulu-Natal,House,2,2,2,329,589,1802739,2025-01-07,,,49,Listed
1085,"429 Long Lane, Bishopscourt",Cape Town,Western Cape,Townhouse,4,2.5,2,144,279,1561471,2025-09-27,,,25,Listed
1086,"583 Beach Avenue, Mitchell's Plain",Cape Town,Western Cape,Apartment,2,2.5,2,141,0,1395450,2025-02-17,,,10,Listed
1087,"666 Market Road, Hatfield",Pretoria,Gauteng,House,4,2,4,275,517,3441712,2024-05-23,,,41,Listed
1088,"369 Beach Avenue, Mitchell's Plain",Cape Town,Western Cape,House,3,2,3,419,1176,2021792,2023-11-23,2024-01-04,1938748,50,Sold
1089,"236 Victoria Street, Berea",Durban,KwaZulu-Natal,Apartment,2,1,1,145,0,860825,2024-11-15,,,14,Under Offer
1090,"438 Jan Smuts Road, Midrand",Johannesburg,Gauteng,Farm,5,3,7,305,233765,7892679,2025-10-18,2026-04-12,7792766,3,Sold
1091,"790 Oak Drive, Observatory",Cape Town,Western Cape,Apartment,3,2,1,192,0,1909298,2024-09-13,2024-11-25,1786634,1,Sold
1092,"488 Oak Drive, Durban North",Durban,KwaZulu-Natal,Townhouse,4,2.5,1,218,176,1679256,2025-06-05,2025-08-02,1514078,49,Sold
1093,"890 Church Avenue, Constantia",Cape Town,Western Cape,Townhouse,4,1.5,2,175,345,1601703,2024-10-29,2024-11-22,1539244,27,Sold
1094,"904 Church Avenue, Melrose",Johannesburg,Gauteng,House,3,2,1,246,1439,4683848,2024-07-28,,,39,Listed
1095,"142 High Avenue, Ballito",Durban,KwaZulu-Natal,House,5,2.5,4,384,887,2070391,2024-10-02,,,3,Under Offer
1096,"432 Nelson Mandela Lane, Silverton",Pretoria,Gauteng,Apartment,4,1,1,182,0,1762436,2025-06-01,,,18,Listed
1097,"835 High Lane, Berea",Durban,KwaZulu-Natal,House,3,2,1,156,964,2591660,2024-06-19,,,44,Under Offer
1098,"803 Victoria Drive, Green Point",Cape Town,Western Cape,Apartment,4,2.5,2,152,0,2931382,2024-03-16,,,29,Withdrawn
1099,"976 Church Road, Centurion",Pretoria,Gauteng,Townhouse,2,2.5,1,246,351,1059401,2024-09-11,2024-11-11,1084537,32,Sold
1100,"543 Long Lane, Phoenix",Durban,KwaZulu-Natal,Apartment,3,2.5,2,170,0,2240533,2024-01-11,2024-03-24,2058499,5,Sold
1101,"781 Park Avenue, Clifton",Cape Town,Western Cape,House,3,2.5,4,226,595,2109164,2024-08-10,,,19,Withdrawn
1102,"908 Park Avenue, Claremont",Cape Town,Western Cape,Apartment,4,1,1,190,0,2305121,2025-05-06,,,4,Listed
1103,"687 Jan Smuts Avenue, Randburg",Johannesburg,Gauteng,Townhouse,3,2,2,211,273,1870790,2024-02-20,2024-06-28,1695742,5,Sold
1104,"925 Main Road, Newton Park",Port Elizabeth,Eastern Cape,House,4,2.5,4,147,1357,2202182,2025-06-06,,,9,Under Offer
1105,"349 Nelson Mandela Drive, Alexandra",Johannesburg,Gauteng,Apartment,1,2,2,55,0,1714753,2024-08-19,2024-11-28,1769570,2,Sold
1106,"750 Station Road, Silverton",Pretoria,Gauteng,House,4,2,1,327,506,3194381,2024-02-24,,,24,Listed
1107,"920 Nelson Mandela Drive, Newton Park",Port Elizabeth,Eastern Cape,Apartment,2,1,2,141,0,1515990,2025-10-11,,,30,Withdrawn
1108,"919 Park Avenue, Green Point",Cape Town,Western Cape,House,4,2,3,204,757,2439680,2024-11-05,,,7,Under Offer
1109,"568 Market Drive, Randburg",Johannesburg,Gauteng,Townhouse,2,3,2,162,245,2148360,2025-02-22,,,45,Withdrawn
1110,"938 Victoria Lane, Greenbushes",Port Elizabeth,Eastern Cape,House,4,2.5,2,217,443,2739212,2024-05-04,,,30,Listed
1111,"569 Main Street, Melrose",Johannesburg,Gauteng,House,2,2,1,160,1012,4625208,2024-02-21,2024-07-08,4322577,29,Sold
1112,"423 Station Avenue, Fourways",Johannesburg,Gauteng,House,4,2.5,3,153,318,4778996,2025-03-19,,,50,Listed
1113,"679 Nelson Mandela Road, Framesby",Port Elizabeth,Eastern Cape,Apartment,2,1.5,2,176,0,1176231,2025-06-09,2025-12-05,1180210,50,Sold
1114,"932 Jan Smuts Lane, Sunnyside",Pretoria,Gauteng,Apartment,3,1,2,56,0,1455404,2024-11-25,,,36,Listed
1115,"906 High Lane, Sunnyside",Pretoria,Gauteng,Apartment,3,1.5,2,193,0,1677257,2025-01-28,,,18,Listed
1116,"463 Main Drive, Summerstrand",Port Elizabeth,Eastern Cape,Townhouse,3,1.5,1,125,343,1220029,2024-06-26,,,49,Listed
1117,"469 High Drive, Centurion",Pretoria,Gauteng,House,5,2.5,4,126,1427,3730809,2024-01-19,,,11,Withdrawn
1118,"445 Nelson Mandela Road, Sunnyside",Pretoria,Gauteng,Apartment,2,2,1,167,0,1214891,2024-05-25,,,33,Listed
1119,"197 Long Street, Lovemore Heights",Port Elizabeth,Eastern Cape,Apartment,3,1.5,2,111,0,1499299,2024-05-24,2024-10-05,1421522,11,Sold
1120,"850 Victoria Avenue, Claremont",Cape Town,Western Cape,House,5,4,1,125,1469,4109265,2025-03-24,,,42,Listed
1121,"479 Victoria Drive, Arcadia",Pretoria,Gauteng,House,4,4,1,356,670,3651608,2025-01-15,,,31,Withdrawn
1122,"189 Main Lane, Walmer",Port Elizabeth,Eastern Cape,Farm,4,5,4,331,310003,3826686,2024-11-30,,,40,Under Offer
1123,"32 Victoria Drive, Bishopscourt",Cape Town,Western Cape,House,3,3,4,425,410,5417776,2025-02-23,,,30,Withdrawn
1124,"433 Nelson Mandela Road, Newton Park",Port Elizabeth,Eastern Cape,Apartment,2,1,2,88,0,918968,2024-12-02,,,9,Listed
1125,"447 Church Lane, Fourways",Johannesburg,Gauteng,Apartment,2,1.5,1,142,0,2854289,2024-02-01,2024-06-05,2803593,12,Sold
1126,"310 Market Drive, Brooklyn",Pretoria,Gauteng,House,3,2,2,340,1109,2943299,2024-09-19,,,3,Listed
1127,"510 Main Road, Hatfield",Pretoria,Gauteng,House,2,3,4,159,530,2878306,2025-01-17,,,15,Listed
1128,"578 Nelson Mandela Lane, Midrand",Johannesburg,Gauteng,Apartment,1,2,2,78,0,3214251,2025-04-13,2025-08-27,3220670,14,Sold
1129,"544 Station Road, Randburg",Johannesburg,Gauteng,House,4,2,1,302,1187,3068293,2025-03-14,,,3,Listed
1130,"368 Jan Smuts Avenue, Summerstrand",Port Elizabeth,Eastern Cape,Apartment,1,1.5,2,53,0,1408917,2024-08-23,,,40,Under Offer
1131,"790 Jan Smuts Street, Humewood",Port Elizabeth,Eastern Cape,Commercial,0,5,27,1025,677,8199224,2025-06-01,,,38,Withdrawn
1132,"899 Park Lane, Claremont",Cape Town,Western Cape,House,6,2.5,3,135,1458,3648005,2025-10-12,,,38,Under Offer
1133,"74 Oak Lane, Durban North",Durban,KwaZulu-Natal,House,5,1,3,233,1356,1387159,2024-01-04,2024-06-12,1315580,29,Sold
1134,"713 Victoria Road, Durban North",Durban,KwaZulu-Natal,Commercial,0,4,15,1321,1222,11284475,2024-03-14,,,14,Listed
1135,"221 Main Avenue, Woodstock",Cape Town,Western Cape,Townhouse,3,2,2,174,245,3215171,2025-03-29,,,22,Under Offer
1136,"92 Jan Smuts Road, Waterfront",Cape Town,Western Cape,Townhouse,2,2.5,2,127,201,3577424,2024-10-20,,,41,Listed
1137,"912 Victoria Lane, Lovemore Heights",Port Elizabeth,Eastern Cape,Apartment,2,2.5,2,178,0,1310073,2024-04-05,2024-07-26,1367898,6,Sold
1138,"489 Long Drive, Sandton",Johannesburg,Gauteng,Apartment,2,1.5,1,99,0,1243202,2024-02-28,,,25,Listed
1139,"721 Main Road, Umhlanga",Durban,KwaZulu-Natal,House,3,2.5,4,397,391,3643363,2025-02-24,,,3,Under Offer
1140,"67 Long Street, Humewood",Port Elizabeth,Eastern Cape,Apartment,3,1.5,1,156,0,1462002,2024-02-19,,,47,Listed
1141,"761 Church Lane, Walmer",Port Elizabeth,Eastern Cape,Townhouse,4,2,2,103,339,2032955,2024-07-31,,,39,Under Offer
1142,"204 Beach Drive, Sunnyside",Pretoria,Gauteng,House,3,2,1,290,413,2097988,2024-05-10,2024-06-23,2087176,28,Sold
1143,"486 High Lane, Claremont",Cape Town,Western Cape,Townhouse,3,2.5,1,233,326,3715545,2024-10-03,,,34,Under Offer
1144,"322 Park Avenue, Umhlanga",Durban,KwaZulu-Natal,Apartment,4,2,2,76,0,1402588,2025-07-07,,,30,Listed
1145,"388 Church Avenue, Framesby",Port Elizabeth,Eastern Cape,Townhouse,2,2,1,217,376,1326052,2023-12-07,2024-01-10,1348273,8,Sold
1146,"840 Church Lane, Newton Park",Port Elizabeth,Eastern Cape,House,4,2.5,1,189,1356,1224932,2024-03-26,,,20,Listed
1147,"73 Long Lane, Green Point",Cape Town,Western Cape,Apartment,2,2.5,2,157,0,3468487,2024-11-03,2025-01-10,3417727,37,Sold
1148,"504 High Avenue, Walmer",Port Elizabeth,Eastern Cape,Townhouse,3,2,2,181,218,1720010,2024-07-14,,,29,Under Offer
1149,"476 Park Drive, Framesby",Port Elizabeth,Eastern Cape,Apartment,3,1,2,67,0,1587918,2024-06-10,2024-07-18,1601756,13,Sold
1150,"389 Jan Smuts Drive, Ballito",Durban,KwaZulu-Natal,House,4,1,4,172,504,2296264,2024-04-28,2024-08-30,2249072,33,Sold
1151,"324 Market Avenue, Camps Bay",Cape Town,Western Cape,House,5,2,4,353,1131,5569641,2024-08-04,2024-11-24,5643865,44,Sold
1152,"389 Jan Smuts Lane, Claremont",Cape Town,Western Cape,House,4,2.5,2,165,1164,2375307,2023-11-05,,,36,Under Offer
1153,"358 Main Drive, Phoenix",Durban,KwaZulu-Natal,Townhouse,4,2,1,123,167,1634854,2024-08-09,,,47,Under Offer
1154,"585 Church Avenue, Arcadia",Pretoria,Gauteng,House,4,2,1,174,978,1467518,2025-07-29,,,19,Listed
1155,"708 Victoria Drive, Humewood",Port Elizabeth,Eastern Cape,House,2,2.5,3,407,608,2879875,2025-07-20,,,32,Withdrawn
1156,"435 Oak Drive, Lovemore Heights",Port Elizabeth,Eastern Cape,House,5,2,4,370,1302,1123696,2024-01-13,,,29,Withdrawn
1157,"177 Main Road, Hatfield",Pretoria,Gauteng,Apartment,2,2,1,160,0,1687840,2025-03-18,2025-06-01,1725412,33,Sold
1158,"716 Church Avenue, La Lucia",Durban,KwaZulu-Natal,House,3,3,3,419,1043,3544115,2025-03-01,,,33,Listed
1159,"155 Station Drive, Green Point",Cape Town,Western Cape,Apartment,3,2,1,72,0,2991584,2025-07-16,2025-09-10,2812661,11,Sold
1160,"684 Park Road, Woodstock",Cape Town,Western Cape,Apartment,3,1,2,103,0,1797791,2024-04-10,,,32,Listed
1161,"744 Oak Street, Newton Park",Port Elizabeth,Eastern Cape,House,4,2.5,2,285,803,1568982,2024-04-16,,,44,Under Offer
1162,"938 Oak Avenue, Westville",Durban,KwaZulu-Natal,Townhouse,4,2.5,2,209,381,1421997,2024-01-13,,,23,Listed
1163,"150 Church Road, Kabega Park",Port Elizabeth,Eastern Cape,Townhouse,3,2.5,2,219,195,2192595,2025-07-03,,,30,Listed
1164,"937 Beach Street, Phoenix",Durban,KwaZulu-Natal,House,4,2.5,4,120,1136,3588689,2025-04-15,2025-05-10,3430251,36,Sold
1165,"594 Main Drive, Sunnyside",Pretoria,Gauteng,Townhouse,4,2.5,2,240,226,1984031,2024-03-22,,,43,Under Offer
1166,"308 Jan Smuts Road, Arcadia",Pretoria,Gauteng,House,4,2,1,194,1165,1941959,2025-07-20,,,42,Listed
1167,"21 Oak Road, Melrose",Johannesburg,Gauteng,Apartment,1,1,1,193,0,2051251,2025-07-21,,,49,Withdrawn
1168,"470 Station Avenue, Durban North",Durban,KwaZulu-Natal,Apartment,2,1,1,164,0,1209265,2024-02-18,2024-07-24,1144316,43,Sold
1169,"937 Church Road, Sandton",Johannesburg,Gauteng,House,3,2.5,3,422,328,4196176,2025-04-14,,,35,Listed
1170,"231 Main Road, Silverton",Pretoria,Gauteng,Townhouse,4,3,1,119,336,2904426,2024-07-02,2024-12-12,2741387,49,Sold
1171,"794 Oak Lane, Randburg",Johannesburg,Gauteng,Apartment,2,1,2,198,0,3030926,2025-03-20,,,36,Listed
1172,"787 Beach Road, Rosebank",Johannesburg,Gauteng,House,5,2,1,440,1352,1921944,2023-11-28,2024-01-12,1829591,39,Sold
1173,"666 Oak Lane, Bryanston",Johannesburg,Gauteng,Apartment,2,2,1,63,0,1359448,2024-10-16,,,1,Under Offer
1174,"168 Long Lane, Durban North",Durban,KwaZulu-Natal,Apartment,4,2.5,1,170,0,1448242,2024-10-09,2025-01-02,1405190,28,Sold
